연도,분기,버스정류장ARS번호,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표,버스정류장_위경도_값
2022,4분기,23380,1798,29599,11782,15987,19640,5479,127.0909893,37.4843994,"37.4843994, 127.0909893"
2022,1분기,23381,3049,38918,22755,25670,29430,10146,127.0847498,37.48348852,"37.48348852, 127.0847498"
2022,2분기,23381,4311,47659,23181,33345,36626,12753,127.0847498,37.48348852,"37.48348852, 127.0847498"
2022,3분기,23381,4335,49670,25895,31904,37346,12955,127.0847498,37.48348852,"37.48348852, 127.0847498"
2022,4분기,23381,3874,51031,25897,35102,38740,12613,127.0847498,37.48348852,"37.48348852, 127.0847498"
2022,1분기,23382,1725,30197,20780,24835,25482,8150,127.0805834,37.48291292,"37.48291292, 127.0805834"
2022,2분기,23382,2399,38045,19904,34370,30174,9434,127.0805834,37.48291292,"37.48291292, 127.0805834"
2022,3분기,23382,2110,38515,20409,29594,29146,9062,127.0805834,37.48291292,"37.48291292, 127.0805834"
2022,4분기,23382,2056,38133,19196,29295,28592,8500,127.0805834,37.48291292,"37.48291292, 127.0805834"
2022,1분기,23383,611,7026,5408,6851,9264,5854,127.0821222,37.48280463,"37.48280463, 127.0821222"
2022,2분기,23383,1349,9639,5420,8175,11159,6920,127.0821222,37.48280463,"37.48280463, 127.0821222"
2022,3분기,23383,1001,9410,5881,8303,11334,6728,127.0821222,37.48280463,"37.48280463, 127.0821222"
2022,4분기,23383,954,9828,5609,8553,11626,6830,127.0821222,37.48280463,"37.48280463, 127.0821222"
2022,1분기,23384,1192,14771,11616,15094,21753,9908,127.0859754,37.4833831,"37.4833831, 127.0859754"
2022,2분기,23384,2487,20067,12842,19364,26766,11851,127.0859754,37.4833831,"37.4833831, 127.0859754"
2022,3분기,23384,2103,20776,13947,18781,26616,11576,127.0859754,37.4833831,"37.4833831, 127.0859754"
2022,4분기,23384,2117,21927,14071,20125,27091,11420,127.0859754,37.4833831,"37.4833831, 127.0859754"
2022,1분기,23385,1069,14311,11911,14721,17286,6560,127.0937687,37.48432054,"37.48432054, 127.0937687"
2022,2분기,23385,2043,18178,13279,17552,20913,8352,127.0937687,37.48432054,"37.48432054, 127.0937687"
2022,3분기,23385,1974,20282,13783,17757,21275,8440,127.0937687,37.48432054,"37.48432054, 127.0937687"
2022,4분기,23385,1771,19347,13655,17705,21394,8459,127.0937687,37.48432054,"37.48432054, 127.0937687"
2022,1분기,23386,1432,11847,5659,5892,3343,2702,127.0829903,37.48654451,"37.48654451, 127.0829903"
2022,2분기,23386,1432,14132,6132,8395,4645,3264,127.0829903,37.48654451,"37.48654451, 127.0829903"
2022,3분기,23386,1254,14734,6379,7888,4730,3420,127.0829903,37.48654451,"37.48654451, 127.0829903"
2022,4분기,23386,1315,14086,5936,7817,4712,3242,127.0829903,37.48654451,"37.48654451, 127.0829903"
2022,1분기,23387,342,7025,3415,7597,7228,2893,127.0824492,37.48702518,"37.48702518, 127.0824492"
2022,2분기,23387,482,8307,3868,7964,8868,3153,127.0824492,37.48702518,"37.48702518, 127.0824492"
2022,3분기,23387,418,8087,3845,8112,8991,2917,127.0824492,37.48702518,"37.48702518, 127.0824492"
2022,4분기,23387,495,7804,3895,7499,8112,3097,127.0824492,37.48702518,"37.48702518, 127.0824492"
2022,1분기,23388,152,3225,2699,3506,3219,1270,127.0832793,37.48511786,"37.48511786, 127.0832793"
2022,2분기,23388,217,5538,3249,5756,4405,1638,127.0832793,37.48511786,"37.48511786, 127.0832793"
2022,3분기,23388,315,5437,3340,5933,4760,1693,127.0832793,37.48511786,"37.48511786, 127.0832793"
2022,4분기,23388,362,5833,3531,6118,4637,1709,127.0832793,37.48511786,"37.48511786, 127.0832793"
2022,1분기,23389,305,22368,11113,17225,26143,10272,127.0875201,37.49019972,"37.49019972, 127.0875201"
2022,2분기,23389,808,27559,12665,20180,31741,12718,127.0875201,37.49019972,"37.49019972, 127.0875201"
2022,3분기,23389,1032,27951,12754,21118,35021,13061,127.0875201,37.49019972,"37.49019972, 127.0875201"
2022,4분기,23389,1019,29189,13459,22612,36290,13741,127.0875201,37.49019972,"37.49019972, 127.0875201"
2022,1분기,23392,487,9792,6227,7968,8420,2051,127.0826482,37.48914534,"37.48914534, 127.0826482"
2022,2분기,23392,750,13089,7072,10392,11596,2977,127.0826482,37.48914534,"37.48914534, 127.0826482"
2022,3분기,23392,732,14419,7974,10644,12604,3173,127.0826482,37.48914534,"37.48914534, 127.0826482"
2022,4분기,23392,807,14799,8207,11244,13149,3483,127.0826482,37.48914534,"37.48914534, 127.0826482"
2022,1분기,23393,721,12026,4562,5375,7671,2668,127.1138014,37.47825392,"37.47825392, 127.1138014"
2022,2분기,23393,1043,14590,4912,5938,9166,3445,127.1138014,37.47825392,"37.47825392, 127.1138014"
2022,3분기,23393,1037,14544,4971,5935,9390,3489,127.1138014,37.47825392,"37.47825392, 127.1138014"
2022,4분기,23393,911,15898,5324,6523,10293,3199,127.1138014,37.47825392,"37.47825392, 127.1138014"
2022,1분기,23394,341,8779,5180,5988,8814,3930,127.113478,37.477818,"37.477818, 127.113478"
2022,2분기,23394,943,10370,5849,7248,11020,4681,127.113478,37.477818,"37.477818, 127.113478"
2022,3분기,23394,890,10809,6080,7458,11493,4654,127.113478,37.477818,"37.477818, 127.113478"
2022,4분기,23394,760,11031,6144,8038,12042,4841,127.113478,37.477818,"37.477818, 127.113478"
2022,1분기,23395,5322,53419,25233,27954,25309,5643,127.0724873,37.492414,"37.492414, 127.0724873"
2022,2분기,23395,6666,63620,27619,35560,33026,7430,127.0724873,37.492414,"37.492414, 127.0724873"
2022,3분기,23395,7096,68458,30261,34622,33925,7792,127.0724873,37.492414,"37.492414, 127.0724873"
2022,4분기,23395,7280,67243,29097,37086,33680,7683,127.0724873,37.492414,"37.492414, 127.0724873"
2022,1분기,23397,225,3560,2936,3896,8498,4770,127.0788925,37.49323441,"37.49323441, 127.0788925"
2022,2분기,23397,358,4746,3191,4983,10224,5912,127.0788925,37.49323441,"37.49323441, 127.0788925"
2022,3분기,23397,339,5242,3747,5368,10424,6143,127.0788925,37.49323441,"37.49323441, 127.0788925"
2022,4분기,23397,336,5656,3638,5634,11175,5980,127.0788925,37.49323441,"37.49323441, 127.0788925"
2022,1분기,23398,36,853,716,967,1728,1088,127.0833781,37.49467129,"37.49467129, 127.0833781"
2022,2분기,23398,53,897,769,1114,2137,1479,127.0833781,37.49467129,"37.49467129, 127.0833781"
2022,3분기,23398,47,867,832,1221,2251,1529,127.0833781,37.49467129,"37.49467129, 127.0833781"
2022,4분기,23398,90,896,874,1232,2186,1348,127.0833781,37.49467129,"37.49467129, 127.0833781"
2022,1분기,23399,250,2371,1497,2208,4985,2618,127.0865721,37.49387062,"37.49387062, 127.0865721"
2022,2분기,23399,452,2603,1688,2396,5224,3188,127.0865721,37.49387062,"37.49387062, 127.0865721"
2022,3분기,23399,402,2811,1663,2511,5177,3095,127.0865721,37.49387062,"37.49387062, 127.0865721"
2022,4분기,23399,376,2758,1751,2522,5148,2941,127.0865721,37.49387062,"37.49387062, 127.0865721"
2022,1분기,23400,201,21569,11681,16991,26607,10730,127.0875119,37.4919722,"37.4919722, 127.0875119"
2022,2분기,23400,464,23218,12661,18588,28302,13154,127.0875119,37.4919722,"37.4919722, 127.0875119"
2022,3분기,23400,546,21789,12764,18239,28569,12153,127.0875119,37.4919722,"37.4919722, 127.0875119"
2022,4분기,23400,514,21382,12262,18618,28393,12644,127.0875119,37.4919722,"37.4919722, 127.0875119"
2022,1분기,23401,778,6049,3045,2842,3573,917,127.1022258,37.48765131,"37.48765131, 127.1022258"
2022,2분기,23401,760,8249,3675,3376,4685,1147,127.1022258,37.48765131,"37.48765131, 127.1022258"
2022,3분기,23401,749,8673,3965,3450,4735,1334,127.1022258,37.48765131,"37.48765131, 127.1022258"
2022,4분기,23401,771,8613,4125,3563,4554,1196,127.1022258,37.48765131,"37.48765131, 127.1022258"
2022,1분기,23402,1489,16962,10293,12624,19017,6627,127.1007453,37.48830768,"37.48830768, 127.1007453"
2022,2분기,23402,1618,21113,10963,18662,21667,7634,127.1007453,37.48830768,"37.48830768, 127.1007453"
2022,3분기,23402,1761,20436,11366,15825,20222,6821,127.1007453,37.48830768,"37.48830768, 127.1007453"
2022,4분기,23402,1448,21949,12407,17806,20972,6878,127.1007453,37.48830768,"37.48830768, 127.1007453"
2022,1분기,23403,1679,14855,4657,5712,8545,3181,127.100033,37.48841912,"37.48841912, 127.100033"
2022,2분기,23403,2352,19213,4973,7066,10227,3920,127.100033,37.48841912,"37.48841912, 127.100033"
2022,3분기,23403,2167,17068,4699,6512,10172,3927,127.100033,37.48841912,"37.48841912, 127.100033"
2022,4분기,23403,1962,18233,5339,7546,11602,4098,127.100033,37.48841912,"37.48841912, 127.100033"
2022,1분기,23404,12077,76902,40114,43716,70029,25106,127.1007358,37.48718852,"37.48718852, 127.1007358"
2022,2분기,23404,14877,92516,43826,52222,79357,30011,127.1007358,37.48718852,"37.48718852, 127.1007358"
2022,3분기,23404,14314,94209,43691,50572,78836,29755,127.1007358,37.48718852,"37.48718852, 127.1007358"
2022,4분기,23404,14267,99021,45544,53579,81613,30948,127.1007358,37.48718852,"37.48718852, 127.1007358"
2022,1분기,23405,119,2053,1571,1538,1525,408,127.1081157,37.4691406,"37.4691406, 127.1081157"
2022,2분기,23405,110,2112,1530,1490,1778,427,127.1081157,37.4691406,"37.4691406, 127.1081157"
2022,3분기,23405,143,1974,1352,1274,1868,468,127.1081157,37.4691406,"37.4691406, 127.1081157"
2022,4분기,23405,130,1842,1387,1348,1958,470,127.1081157,37.4691406,"37.4691406, 127.1081157"
2022,1분기,23406,1079,11842,6139,6705,8895,3432,127.097246,37.48534958,"37.48534958, 127.097246"
2022,2분기,23406,1360,13210,7582,8767,11339,4523,127.097246,37.48534958,"37.48534958, 127.097246"
2022,3분기,23406,1469,14003,7765,8283,10942,4334,127.097246,37.48534958,"37.48534958, 127.097246"
2022,4분기,23406,1378,13127,7180,8344,10924,4464,127.097246,37.48534958,"37.48534958, 127.097246"
2022,1분기,23407,1127,11474,7753,9349,13464,5214,127.0976066,37.4852808,"37.4852808, 127.0976066"
2022,2분기,23407,1937,14320,10206,11341,16084,6487,127.0976066,37.4852808,"37.4852808, 127.0976066"
2022,3분기,23407,1570,14802,10190,11147,16491,5991,127.0976066,37.4852808,"37.4852808, 127.0976066"
2022,4분기,23407,1546,14964,9976,11543,16014,6251,127.0976066,37.4852808,"37.4852808, 127.0976066"
2022,1분기,23408,5035,142707,76333,104541,219572,94628,127.1019667,37.48687712,"37.48687712, 127.1019667"
2022,2분기,23408,10094,167779,84615,128511,243877,114127,127.1019667,37.48687712,"37.48687712, 127.1019667"
2022,3분기,23408,10780,165171,84697,123070,246297,109705,127.1019667,37.48687712,"37.48687712, 127.1019667"
2022,4분기,23408,11544,170819,87625,134821,258204,116903,127.1019667,37.48687712,"37.48687712, 127.1019667"
2022,1분기,23409,2299,53271,15776,16315,24370,6553,127.1024566,37.4869636,"37.4869636, 127.1024566"
2022,2분기,23409,2991,67038,18294,19983,29840,8269,127.1024566,37.4869636,"37.4869636, 127.1024566"
2022,3분기,23409,2883,66235,17813,18597,28099,7037,127.1024566,37.4869636,"37.4869636, 127.1024566"
2022,4분기,23409,3058,72770,20765,21367,28508,7279,127.1024566,37.4869636,"37.4869636, 127.1024566"
2022,1분기,23410,3374,35000,26561,35274,66006,30053,127.1028677,37.48739844,"37.48739844, 127.1028677"
2022,2분기,23410,8129,45446,31277,44058,78147,39112,127.1028677,37.48739844,"37.48739844, 127.1028677"
2022,3분기,23410,7121,45331,32433,45925,80502,38431,127.1028677,37.48739844,"37.48739844, 127.1028677"
2022,4분기,23410,7587,46548,33800,48146,83326,38700,127.1028677,37.48739844,"37.48739844, 127.1028677"
2022,1분기,23411,101,2872,2038,2404,3207,892,127.1078609,37.46894475,"37.46894475, 127.1078609"
2022,2분기,23411,176,3321,2052,2888,3141,995,127.1078609,37.46894475,"37.46894475, 127.1078609"
2022,3분기,23411,157,3263,1812,2383,3128,868,127.1078609,37.46894475,"37.46894475, 127.1078609"
2022,4분기,23411,131,3082,1744,2483,3257,859,127.1078609,37.46894475,"37.46894475, 127.1078609"
2022,1분기,23412,3081,30585,12656,14308,19252,7822,127.1026344,37.46552792,"37.46552792, 127.1026344"
2022,2분기,23412,3772,40011,14246,15385,23080,9559,127.1026344,37.46552792,"37.46552792, 127.1026344"
2022,3분기,23412,3649,37568,13563,14496,22117,8869,127.1026344,37.46552792,"37.46552792, 127.1026344"
2022,4분기,23412,3471,40106,14230,15279,21704,8789,127.1026344,37.46552792,"37.46552792, 127.1026344"
2022,1분기,23413,1091,4916,3831,7170,12030,5703,127.1002962,37.46514205,"37.46514205, 127.1002962"
2022,2분기,23413,1898,6341,4246,10725,14281,7183,127.1002962,37.46514205,"37.46514205, 127.1002962"
2022,3분기,23413,1885,6582,4425,9119,13792,7022,127.1002962,37.46514205,"37.46514205, 127.1002962"
2022,4분기,23413,1910,6682,4554,10225,14286,6833,127.1002962,37.46514205,"37.46514205, 127.1002962"
2022,1분기,23414,346,3148,1557,2879,3232,1629,127.1068385,37.46467083,"37.46467083, 127.1068385"
2022,2분기,23414,606,4128,1964,4114,4477,1935,127.1068385,37.46467083,"37.46467083, 127.1068385"
2022,3분기,23414,474,4152,1855,3685,4143,1902,127.1068385,37.46467083,"37.46467083, 127.1068385"
2022,4분기,23414,432,4344,2108,3895,4096,1719,127.1068385,37.46467083,"37.46467083, 127.1068385"
2022,1분기,23416,91,1330,818,1328,2022,523,127.109694,37.46462951,"37.46462951, 127.109694"
2022,2분기,23416,309,1289,712,1049,1665,466,127.109694,37.46462951,"37.46462951, 127.109694"
2022,3분기,23416,229,1052,425,689,1226,366,127.109694,37.46462951,"37.46462951, 127.109694"
2022,4분기,23416,200,1119,439,810,1198,336,127.109694,37.46462951,"37.46462951, 127.109694"
2022,1분기,23417,121,1655,1037,1298,929,205,127.116361,37.4656909,"37.4656909, 127.116361"
2022,2분기,23417,325,2248,1356,1915,1861,456,127.116361,37.4656909,"37.4656909, 127.116361"
2022,3분기,23417,290,2073,1205,1786,2237,383,127.116361,37.4656909,"37.4656909, 127.116361"
2022,4분기,23417,306,2158,1197,1870,1879,460,127.116361,37.4656909,"37.4656909, 127.116361"
2022,1분기,23418,171,2912,2408,4204,4242,569,127.1211805,37.4679154,"37.4679154, 127.1211805"
2022,2분기,23418,351,3505,2816,4322,5032,889,127.1211805,37.4679154,"37.4679154, 127.1211805"
2022,3분기,23418,283,3359,2812,4517,4953,855,127.1211805,37.4679154,"37.4679154, 127.1211805"
2022,4분기,23418,335,3544,2676,4570,4765,707,127.1211805,37.4679154,"37.4679154, 127.1211805"
2022,1분기,23419,415,6226,2567,2986,3108,462,127.120768,37.46799872,"37.46799872, 127.120768"
2022,2분기,23419,781,6646,2828,3416,3322,632,127.120768,37.46799872,"37.46799872, 127.120768"
2022,3분기,23419,631,6167,2458,2888,2938,470,127.120768,37.46799872,"37.46799872, 127.120768"
2022,4분기,23419,577,5711,2557,2880,3041,465,127.120768,37.46799872,"37.46799872, 127.120768"
2022,1분기,23420,350,2295,1610,2096,2113,354,127.1188445,37.46702297,"37.46702297, 127.1188445"
2022,2분기,23420,710,2934,1786,2119,2191,455,127.1188445,37.46702297,"37.46702297, 127.1188445"
2022,3분기,23420,769,2852,1671,2127,2184,482,127.1188445,37.46702297,"37.46702297, 127.1188445"
2022,4분기,23420,575,2701,1778,2027,2041,391,127.1188445,37.46702297,"37.46702297, 127.1188445"
2022,1분기,23421,907,7577,2405,2582,4328,1329,127.1095492,37.46505956,"37.46505956, 127.1095492"
2022,2분기,23421,2217,10797,2857,3349,5481,1981,127.1095492,37.46505956,"37.46505956, 127.1095492"
2022,3분기,23421,2487,10444,2757,2740,5195,1839,127.1095492,37.46505956,"37.46505956, 127.1095492"
2022,4분기,23421,1954,10095,2729,3287,5410,1818,127.1095492,37.46505956,"37.46505956, 127.1095492"
2022,1분기,23422,355,3891,2092,2463,2304,574,127.1086114,37.46568746,"37.46568746, 127.1086114"
2022,2분기,23422,360,5625,2355,2599,3526,798,127.1086114,37.46568746,"37.46568746, 127.1086114"
2022,3분기,23422,311,5649,2376,2497,3641,810,127.1086114,37.46568746,"37.46568746, 127.1086114"
2022,4분기,23422,361,5340,2377,2861,3400,924,127.1086114,37.46568746,"37.46568746, 127.1086114"
2022,1분기,23423,1152,24641,10255,8680,7960,1835,127.1072569,37.4723873,"37.4723873, 127.1072569"
2022,2분기,23423,1331,27904,8345,7591,8102,2008,127.1072569,37.4723873,"37.4723873, 127.1072569"
2022,3분기,23423,1292,25698,8070,7509,8183,2034,127.1072569,37.4723873,"37.4723873, 127.1072569"
2022,4분기,23423,1373,27100,8480,7766,8212,2105,127.1072569,37.4723873,"37.4723873, 127.1072569"
2022,1분기,23424,1409,40104,15312,14940,15029,4590,127.1067202,37.47444024,"37.47444024, 127.1067202"
2022,2분기,23424,1859,49006,16121,15765,17223,4978,127.1067202,37.47444024,"37.47444024, 127.1067202"
2022,3분기,23424,1964,47666,15674,15394,16424,4533,127.1067202,37.47444024,"37.47444024, 127.1067202"
2022,4분기,23424,2211,48857,16264,16737,16619,4658,127.1067202,37.47444024,"37.47444024, 127.1067202"
2022,1분기,23425,1103,13895,5134,6352,6374,2010,127.1051606,37.48201553,"37.48201553, 127.1051606"
2022,2분기,23425,1333,17019,5850,7989,8030,2316,127.1051606,37.48201553,"37.48201553, 127.1051606"
2022,3분기,23425,1340,16854,6029,7494,8754,2167,127.1051606,37.48201553,"37.48201553, 127.1051606"
2022,4분기,23425,1106,17775,6274,8255,8308,1988,127.1051606,37.48201553,"37.48201553, 127.1051606"
2022,1분기,23426,660,7255,4216,5301,11863,4928,127.104399,37.48265458,"37.48265458, 127.104399"
2022,2분기,23426,1361,8642,4850,6469,14012,6294,127.104399,37.48265458,"37.48265458, 127.104399"
2022,3분기,23426,1226,8985,5091,6551,15008,6265,127.104399,37.48265458,"37.48265458, 127.104399"
2022,4분기,23426,1126,9827,5081,6949,15407,6682,127.104399,37.48265458,"37.48265458, 127.104399"
2022,1분기,23427,985,18345,10265,17692,35887,17350,127.1061716,37.47512517,"37.47512517, 127.1061716"
2022,2분기,23427,1593,18919,10304,20321,38540,19592,127.1061716,37.47512517,"37.47512517, 127.1061716"
2022,3분기,23427,1357,17372,9053,16640,38362,18130,127.1061716,37.47512517,"37.47512517, 127.1061716"
2022,4분기,23427,1370,17182,9274,17780,37911,17764,127.1061716,37.47512517,"37.47512517, 127.1061716"
2022,1분기,23428,369,8705,6931,8887,12393,5824,127.1069205,37.47222473,"37.47222473, 127.1069205"
2022,2분기,23428,655,7821,5449,8726,13234,6619,127.1069205,37.47222473,"37.47222473, 127.1069205"
2022,3분기,23428,650,7261,5473,7969,13423,6667,127.1069205,37.47222473,"37.47222473, 127.1069205"
2022,4분기,23428,591,7236,5466,8709,13877,6622,127.1069205,37.47222473,"37.47222473, 127.1069205"
2022,1분기,23429,2439,42372,28273,37504,72133,25448,127.028714,37.52600147,"37.52600147, 127.028714"
2022,2분기,23429,4978,49573,31059,41253,79196,29640,127.028714,37.52600147,"37.52600147, 127.028714"
2022,3분기,23429,3208,47510,31324,41267,78674,29671,127.028714,37.52600147,"37.52600147, 127.028714"
2022,4분기,23429,2826,49254,32209,41473,78905,29655,127.028714,37.52600147,"37.52600147, 127.028714"
2022,1분기,23430,1694,40497,24967,31078,45493,17074,127.0284969,37.52350458,"37.52350458, 127.0284969"
2022,2분기,23430,3434,46659,27257,33960,53182,19094,127.0284969,37.52350458,"37.52350458, 127.0284969"
2022,3분기,23430,2618,47812,27936,34189,54741,19581,127.0284969,37.52350458,"37.52350458, 127.0284969"
2022,4분기,23430,2455,48330,28701,34666,52877,18531,127.0284969,37.52350458,"37.52350458, 127.0284969"
2022,1분기,23431,2713,56562,17814,19745,39389,15204,127.0333617,37.50795302,"37.50795302, 127.0333617"
2022,2분기,23431,3673,62518,20269,22393,45190,16543,127.0333617,37.50795302,"37.50795302, 127.0333617"
2022,3분기,23431,3279,62741,20405,22158,45625,16620,127.0333617,37.50795302,"37.50795302, 127.0333617"
2022,4분기,23431,3437,62553,20513,22902,45009,16559,127.0333617,37.50795302,"37.50795302, 127.0333617"
2022,1분기,23432,1785,59081,22142,20647,28775,10472,127.0398933,37.52150355,"37.52150355, 127.0398933"
2022,2분기,23432,2473,69896,26452,27821,36071,13871,127.0398933,37.52150355,"37.52150355, 127.0398933"
2022,3분기,23432,2896,71219,27032,26857,36162,13466,127.0398933,37.52150355,"37.52150355, 127.0398933"
2022,4분기,23432,2955,72496,27530,27761,36688,13651,127.0398933,37.52150355,"37.52150355, 127.0398933"
2022,1분기,23433,31,3168,1514,1552,2225,939,127.0578352,37.47561325,"37.47561325, 127.0578352"
2022,2분기,23433,46,3737,1585,1660,2589,1140,127.0578352,37.47561325,"37.47561325, 127.0578352"
2022,3분기,23433,124,4095,1721,1600,2774,1106,127.0578352,37.47561325,"37.47561325, 127.0578352"
2022,4분기,23433,52,3468,1382,1473,1968,807,127.0578352,37.47561325,"37.47561325, 127.0578352"
2022,1분기,23434,442,4460,1522,1985,3675,966,127.0985784,37.46576564,"37.46576564, 127.0985784"
2022,2분기,23434,484,5263,1792,2246,4155,1158,127.0985784,37.46576564,"37.46576564, 127.0985784"
2022,3분기,23434,370,5059,1652,2108,4211,1140,127.0985784,37.46576564,"37.46576564, 127.0985784"
2022,4분기,23434,413,5218,1778,2389,4216,1172,127.0985784,37.46576564,"37.46576564, 127.0985784"
2022,1분기,23435,937,19234,10826,11518,15108,3735,127.068123,37.501358,"37.501358, 127.068123"
2022,2분기,23435,1489,20256,10236,12376,17798,4710,127.068123,37.501358,"37.501358, 127.068123"
2022,3분기,23435,1294,21744,10663,11576,17774,4473,127.068123,37.501358,"37.501358, 127.068123"
2022,4분기,23435,1290,19339,10257,12749,17461,4282,127.068123,37.501358,"37.501358, 127.068123"
2022,1분기,23436,976,13863,10261,13079,27122,17383,127.0683335,37.50104634,"37.50104634, 127.0683335"
2022,2분기,23436,1495,16963,10590,15079,29996,18743,127.0683335,37.50104634,"37.50104634, 127.0683335"
2022,3분기,23436,1536,17908,11209,14913,31170,20467,127.0683335,37.50104634,"37.50104634, 127.0683335"
2022,4분기,23436,1519,18116,11338,15682,29568,17629,127.0683335,37.50104634,"37.50104634, 127.0683335"
2022,1분기,23437,996,9899,2283,1850,1962,818,127.0949599,37.46509999,"37.46509999, 127.0949599"
2022,2분기,23437,1455,13450,2817,2136,2386,1079,127.0949599,37.46509999,"37.46509999, 127.0949599"
2022,3분기,23437,1313,12762,2379,1960,2313,938,127.0949599,37.46509999,"37.46509999, 127.0949599"
2022,4분기,23437,1183,13076,2910,2250,2424,996,127.0949599,37.46509999,"37.46509999, 127.0949599"
2022,1분기,23438,2854,65258,21585,22223,35082,14485,127.0636517,37.50724313,"37.50724313, 127.0636517"
2022,2분기,23438,4259,78073,23311,28639,43931,18879,127.0636517,37.50724313,"37.50724313, 127.0636517"
2022,3분기,23438,4103,89582,26791,32172,49282,20925,127.0636517,37.50724313,"37.50724313, 127.0636517"
2022,4분기,23438,4100,81551,25724,33911,49736,19650,127.0636517,37.50724313,"37.50724313, 127.0636517"
2022,1분기,23439,384,2362,1659,2657,5461,2825,127.096478,37.465062,"37.465062, 127.096478"
2022,2분기,23439,1045,2776,1977,3250,6664,3409,127.096478,37.465062,"37.465062, 127.096478"
2022,3분기,23439,969,2883,1794,2843,5991,3177,127.096478,37.465062,"37.465062, 127.096478"
2022,4분기,23439,1051,2865,1924,3293,6231,3126,127.096478,37.465062,"37.465062, 127.096478"
2022,1분기,23442,1361,17712,6151,7031,7987,2323,127.1098002,37.4767574,"37.4767574, 127.1098002"
2022,2분기,23442,1617,22420,6826,7597,9831,2780,127.1098002,37.4767574,"37.4767574, 127.1098002"
2022,3분기,23442,1435,22215,6713,7659,10235,2862,127.1098002,37.4767574,"37.4767574, 127.1098002"
2022,4분기,23442,1457,24374,7571,9001,10852,2947,127.1098002,37.4767574,"37.4767574, 127.1098002"
2022,1분기,23445,185,1776,1082,1448,3555,1874,127.0578639,37.47656443,"37.47656443, 127.0578639"
2022,2분기,23445,525,1898,1196,1640,4126,2354,127.0578639,37.47656443,"37.47656443, 127.0578639"
2022,3분기,23445,496,2262,1238,1641,4123,2225,127.0578639,37.47656443,"37.47656443, 127.0578639"
2022,4분기,23445,477,2251,1174,1643,4035,2191,127.0578639,37.47656443,"37.47656443, 127.0578639"
2022,1분기,23446,940,24364,15261,17006,20504,6480,127.0973807,37.47234832,"37.47234832, 127.0973807"
2022,2분기,23446,1862,35015,18629,21097,24917,8949,127.0973807,37.47234832,"37.47234832, 127.0973807"
2022,3분기,23446,1627,34495,18132,20678,25174,8242,127.0973807,37.47234832,"37.47234832, 127.0973807"
2022,4분기,23446,1597,39058,19862,20668,25133,7993,127.0973807,37.47234832,"37.47234832, 127.0973807"
2022,1분기,23447,2001,24201,14854,23161,39107,16669,127.0915601,37.47039379,"37.47039379, 127.0915601"
2022,2분기,23447,2767,31190,16361,32910,43287,19748,127.0915601,37.47039379,"37.47039379, 127.0915601"
2022,3분기,23447,2992,30699,16662,27982,43368,19560,127.0915601,37.47039379,"37.47039379, 127.0915601"
2022,4분기,23447,3023,32094,16633,31147,45271,20452,127.0915601,37.47039379,"37.47039379, 127.0915601"
2022,1분기,23448,4061,55882,20767,20292,19141,6271,127.0923755,37.47032141,"37.47032141, 127.0923755"
2022,2분기,23448,5013,73368,22874,24690,23242,7165,127.0923755,37.47032141,"37.47032141, 127.0923755"
2022,3분기,23448,5194,70184,23537,23973,22685,7245,127.0923755,37.47032141,"37.47032141, 127.0923755"
2022,4분기,23448,5445,74851,23707,26503,23071,7230,127.0923755,37.47032141,"37.47032141, 127.0923755"
2022,1분기,23449,1982,20035,15964,20137,30514,19798,127.0795788,37.48247206,"37.48247206, 127.0795788"
2022,2분기,23449,3965,28503,15613,23484,35451,24505,127.0795788,37.48247206,"37.48247206, 127.0795788"
2022,3분기,23449,3345,27708,15856,22759,34546,24375,127.0795788,37.48247206,"37.48247206, 127.0795788"
2022,4분기,23449,3040,28839,15516,23086,34196,22822,127.0795788,37.48247206,"37.48247206, 127.0795788"
2022,1분기,23450,570,9065,6141,7756,10238,4578,127.089107,37.483863,"37.483863, 127.089107"
2022,2분기,23450,1231,11581,6655,9580,12903,5730,127.089107,37.483863,"37.483863, 127.089107"
2022,3분기,23450,905,12112,7476,9621,13132,5901,127.089107,37.483863,"37.483863, 127.089107"
2022,4분기,23450,822,11831,6943,10219,13249,5636,127.089107,37.483863,"37.483863, 127.089107"
2022,1분기,23453,367,47065,6819,6940,10344,3491,127.0557931,37.50783372,"37.50783372, 127.0557931"
2022,2분기,23453,599,55358,8064,8371,12837,4111,127.0557931,37.50783372,"37.50783372, 127.0557931"
2022,3분기,23453,584,60035,9029,8835,14049,4347,127.0557931,37.50783372,"37.50783372, 127.0557931"
2022,4분기,23453,568,61314,9255,9102,13764,4365,127.0557931,37.50783372,"37.50783372, 127.0557931"
2022,1분기,23454,319,4967,1677,2347,2824,917,127.1066859,37.46511384,"37.46511384, 127.1066859"
2022,2분기,23454,454,6382,1831,2941,3485,1167,127.1066859,37.46511384,"37.46511384, 127.1066859"
2022,3분기,23454,428,6491,1807,2879,3482,972,127.1066859,37.46511384,"37.46511384, 127.1066859"
2022,4분기,23454,505,6636,2049,3345,3489,963,127.1066859,37.46511384,"37.46511384, 127.1066859"
